trial_number,state,value,brier_score,duration,params,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,max_samples,dataset,test_brier_score
88,1,-0.15493629658782204,0.15493629658782204,12.620724,"{'n_estimators': 1299, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': 0.9}",1299,entropy,15.0,2,3,sqrt,0.9,Gym,0.17852989651567044
89,2,-0.15241919562009149,0.15241919562009149,2.615402,"{'n_estimators': 1410, 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.9}",1410,gini,15.0,5,4,sqrt,0.9,Gym,0.17852989651567044
90,1,-0.15486268504090014,0.15486268504090014,12.925228,"{'n_estimators': 1367, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_samples': 0.9}",1367,entropy,20.0,4,6,sqrt,0.9,Gym,0.17852989651567044
91,1,-0.15474610900223357,0.15474610900223357,14.053008,"{'n_estimators': 1484, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': 0.9}",1484,entropy,15.0,3,5,sqrt,0.9,Gym,0.17852989651567044
92,1,-0.15472984926302044,0.15472984926302044,13.883549,"{'n_estimators': 1462, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': 0.9}",1462,entropy,15.0,3,5,sqrt,0.9,Gym,0.17852989651567044
93,1,-0.15485948549930728,0.15485948549930728,13.434866,"{'n_estimators': 1426, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_samples': 0.9}",1426,entropy,15.0,2,6,sqrt,0.9,Gym,0.17852989651567044
94,2,-0.15181224981754565,0.15181224981754565,2.464208,"{'n_estimators': 1271, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.9}",1271,entropy,15.0,3,4,sqrt,0.9,Gym,0.17852989651567044
95,2,-0.16242975795855222,0.16242975795855222,2.476999,"{'n_estimators': 1370, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 0.1, 'max_samples': 0.9}",1370,entropy,15.0,4,5,0.1,0.9,Gym,0.17852989651567044
96,1,-0.1547343950457536,0.1547343950457536,11.56426,"{'n_estimators': 1211, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.9}",1211,entropy,15.0,2,4,sqrt,0.9,Gym,0.17852989651567044
97,2,-0.15219617828568843,0.15219617828568843,2.69253,"{'n_estimators': 1454, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': 0.5}",1454,entropy,,3,5,sqrt,0.5,Gym,0.17852989651567044
98,2,-0.15177941793561342,0.15177941793561342,2.522631,"{'n_estimators': 1311, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.9}",1311,entropy,15.0,5,4,sqrt,0.9,Gym,0.17852989651567044
99,2,-0.1517889428843226,0.1517889428843226,2.675679,"{'n_estimators': 1399, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.9}",1399,entropy,15.0,4,4,sqrt,0.9,Gym,0.17852989651567044
0,1,-0.1348185836896321,0.1348185836896321,5.775811,"{'n_estimators': 624, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 12, 'min_samples_leaf': 7, 'max_features': 0.1, 'max_samples': None}",624,log_loss,,12,7,0.1,,Heart Disease,0.10651998928662225
1,1,-0.1322508018882207,0.1322508018882207,7.565669,"{'n_estimators': 834, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 16, 'min_samples_leaf': 2, 'max_features': 0.1, 'max_samples': None}",834,gini,,16,2,0.1,,Heart Disease,0.10651998928662225
2,1,-0.13730973326953352,0.13730973326953352,12.931644,"{'n_estimators': 1451, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 9, 'max_features': 0.1, 'max_samples': None}",1451,log_loss,10.0,2,9,0.1,,Heart Disease,0.10651998928662225
3,1,-0.13094314506284419,0.13094314506284419,10.680345,"{'n_estimators': 1185, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 0.1, 'max_samples': None}",1185,log_loss,10.0,7,4,0.1,,Heart Disease,0.10651998928662225
4,1,-0.12968758068427297,0.12968758068427297,1.926468,"{'n_estimators': 204, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 0.33, 'max_samples': 0.5}",204,log_loss,15.0,15,1,0.33,0.5,Heart Disease,0.10651998928662225
5,1,-0.13540294710767703,0.13540294710767703,5.096837,"{'n_estimators': 555, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 12, 'min_samples_leaf': 7, 'max_features': 0.1, 'max_samples': None}",555,gini,,12,7,0.1,,Heart Disease,0.10651998928662225
6,1,-0.12681653705084175,0.12681653705084175,4.85857,"{'n_estimators': 540, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': None}",540,entropy,15.0,7,2,sqrt,,Heart Disease,0.10651998928662225
7,1,-0.12735458445790065,0.12735458445790065,7.683237,"{'n_estimators': 855, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.9}",855,entropy,,17,1,sqrt,0.9,Heart Disease,0.10651998928662225
8,1,-0.12717624637785555,0.12717624637785555,7.375138,"{'n_estimators': 826, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.7}",826,gini,10.0,7,1,sqrt,0.7,Heart Disease,0.10651998928662225
9,1,-0.12771075628979317,0.12771075628979317,7.007829,"{'n_estimators': 785, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 13, 'min_samples_leaf': 6, 'max_features': 0.33, 'max_samples': None}",785,log_loss,10.0,13,6,0.33,,Heart Disease,0.10651998928662225
10,1,-0.12853298912883282,0.12853298912883282,1.413874,"{'n_estimators': 148, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.5}",148,entropy,15.0,7,4,sqrt,0.5,Heart Disease,0.10651998928662225
11,1,-0.12675787280670464,0.12675787280670464,3.686986,"{'n_estimators': 406, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': 0.7}",406,entropy,20.0,7,3,sqrt,0.7,Heart Disease,0.10651998928662225
12,1,-0.1268738338084735,0.1268738338084735,3.778626,"{'n_estimators': 416, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': 0.7}",416,entropy,20.0,3,3,sqrt,0.7,Heart Disease,0.10651998928662225
13,1,-0.12727646353346905,0.12727646353346905,3.352425,"{'n_estimators': 366, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': 0.7}",366,entropy,20.0,9,3,sqrt,0.7,Heart Disease,0.10651998928662225
14,1,-0.12665206890168473,0.12665206890168473,3.531043,"{'n_estimators': 389, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': 0.9}",389,entropy,20.0,5,3,sqrt,0.9,Heart Disease,0.10651998928662225
15,1,-0.12773833436305446,0.12773833436305446,2.892468,"{'n_estimators': 311, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': 0.9}",311,entropy,20.0,4,5,sqrt,0.9,Heart Disease,0.10651998928662225
16,1,-0.12717835156447094,0.12717835156447094,5.874049,"{'n_estimators': 658, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.9}",658,entropy,20.0,5,4,sqrt,0.9,Heart Disease,0.10651998928662225
17,2,-0.12853570257388164,0.12853570257388164,1.764324,"{'n_estimators': 996, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 0.33, 'max_samples': 0.7}",996,entropy,20.0,19,3,0.33,0.7,Heart Disease,0.10651998928662225
18,1,-0.12828042401863232,0.12828042401863232,1.025042,"{'n_estimators': 101, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 9, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': 0.9}",101,entropy,20.0,9,5,sqrt,0.9,Heart Disease,0.10651998928662225
19,1,-0.12656586809157502,0.12656586809157502,3.950815,"{'n_estimators': 434, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",434,entropy,20.0,5,2,sqrt,0.9,Heart Disease,0.10651998928662225
20,2,-0.12778630926912882,0.12778630926912882,0.828521,"{'n_estimators': 459, 'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.33, 'max_samples': 0.9}",459,gini,20.0,5,2,0.33,0.9,Heart Disease,0.10651998928662225
21,1,-0.12711370968651778,0.12711370968651778,2.752929,"{'n_estimators': 298, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': 0.9}",298,entropy,20.0,9,3,sqrt,0.9,Heart Disease,0.10651998928662225
22,2,-0.12733286552474934,0.12733286552474934,0.53492,"{'n_estimators': 284, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",284,entropy,20.0,5,2,sqrt,0.9,Heart Disease,0.10651998928662225
23,2,-0.1284663269070428,0.1284663269070428,0.933491,"{'n_estimators': 508, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.7}",508,entropy,20.0,2,4,sqrt,0.7,Heart Disease,0.10651998928662225
24,1,-0.12694444877528369,0.12694444877528369,6.053617,"{'n_estimators': 673, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",673,entropy,20.0,6,2,sqrt,0.9,Heart Disease,0.10651998928662225
25,2,-0.1286904889679647,0.1286904889679647,0.79592,"{'n_estimators': 432, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': 0.7}",432,entropy,20.0,10,3,sqrt,0.7,Heart Disease,0.10651998928662225
26,2,-0.12951737447644993,0.12951737447644993,0.488619,"{'n_estimators': 261, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.5}",261,entropy,20.0,4,1,sqrt,0.5,Heart Disease,0.10651998928662225
27,2,-0.12733671255019013,0.12733671255019013,1.771314,"{'n_estimators': 997, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_samples': 0.9}",997,entropy,20.0,8,6,sqrt,0.9,Heart Disease,0.10651998928662225
28,2,-0.12979820785023538,0.12979820785023538,0.705627,"{'n_estimators': 383, 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 4, 'min_samples_leaf': 9, 'max_features': 0.33, 'max_samples': 0.9}",383,gini,15.0,4,9,0.33,0.9,Heart Disease,0.10651998928662225
29,2,-0.1275629884959836,0.1275629884959836,1.067247,"{'n_estimators': 590, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.7}",590,entropy,,11,4,sqrt,0.7,Heart Disease,0.10651998928662225
30,2,-0.13951867685960384,0.13951867685960384,1.208866,"{'n_estimators': 664, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_features': 0.1, 'max_samples': 0.5}",664,log_loss,20.0,6,6,0.1,0.5,Heart Disease,0.10651998928662225
31,2,-0.12758293209841365,0.12758293209841365,0.948456,"{'n_estimators': 519, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': None}",519,entropy,15.0,6,2,sqrt,,Heart Disease,0.10651998928662225
32,1,-0.12687198836985555,0.12687198836985555,6.694288,"{'n_estimators': 746, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': None}",746,entropy,15.0,8,2,sqrt,,Heart Disease,0.10651998928662225
33,1,-0.12834140479609774,0.12834140479609774,1.820368,"{'n_estimators': 192, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': None}",192,entropy,15.0,3,2,sqrt,,Heart Disease,0.10651998928662225
34,2,-0.1318426179941468,0.1318426179941468,0.877163,"{'n_estimators': 480, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 0.1, 'max_samples': 0.9}",480,entropy,15.0,8,3,0.1,0.9,Heart Disease,0.10651998928662225
35,2,-0.12748993116481788,0.12748993116481788,0.653453,"{'n_estimators': 352, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': None}",352,log_loss,10.0,6,1,sqrt,,Heart Disease,0.10651998928662225
36,2,-0.1299857020878978,0.1299857020878978,1.076413,"{'n_estimators': 582, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.1, 'max_samples': None}",582,gini,,2,2,0.1,,Heart Disease,0.10651998928662225
37,2,-0.12734383760943505,0.12734383760943505,2.312616,"{'n_estimators': 1296, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 13, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': 0.7}",1296,entropy,15.0,13,3,sqrt,0.7,Heart Disease,0.10651998928662225
38,2,-0.1283716275866514,0.1283716275866514,0.451513,"{'n_estimators': 223, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.9}",223,log_loss,10.0,7,1,sqrt,0.9,Heart Disease,0.10651998928662225
39,2,-0.136995825745352,0.136995825745352,1.689526,"{'n_estimators': 928, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 4, 'max_features': 0.1, 'max_samples': 0.5}",928,entropy,,11,4,0.1,0.5,Heart Disease,0.10651998928662225
40,2,-0.12922632210685964,0.12922632210685964,1.283556,"{'n_estimators': 706, 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_features': 0.33, 'max_samples': None}",706,gini,15.0,3,8,0.33,,Heart Disease,0.10651998928662225
41,1,-0.12686382518325076,0.12686382518325076,6.655841,"{'n_estimators': 743, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': None}",743,entropy,15.0,8,2,sqrt,,Heart Disease,0.10651998928662225
42,2,-0.1264061900830329,0.1264061900830329,4.03702,"{'n_estimators': 559, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': None}",559,entropy,15.0,8,1,sqrt,,Heart Disease,0.10651998928662225
43,1,-0.1267764550661209,0.1267764550661209,7.869437,"{'n_estimators': 878, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': None}",878,entropy,15.0,10,3,sqrt,,Heart Disease,0.10651998928662225
44,1,-0.12673588569000685,0.12673588569000685,10.14377,"{'n_estimators': 1139, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': None}",1139,entropy,15.0,10,3,sqrt,,Heart Disease,0.10651998928662225
45,2,-0.12741855675526026,0.12741855675526026,2.081387,"{'n_estimators': 1163, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 14, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': None}",1163,entropy,15.0,14,5,sqrt,,Heart Disease,0.10651998928662225
46,1,-0.12699294669247055,0.12699294669247055,13.22242,"{'n_estimators': 1483, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 12, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': 0.7}",1483,entropy,20.0,12,3,sqrt,0.7,Heart Disease,0.10651998928662225
47,1,-0.12682278189379023,0.12682278189379023,9.297972,"{'n_estimators': 1045, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': None}",1045,log_loss,10.0,10,4,sqrt,,Heart Disease,0.10651998928662225
48,2,-0.12628151859693246,0.12628151859693246,9.363251,"{'n_estimators': 1314, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 16, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': 0.9}",1314,entropy,20.0,16,3,sqrt,0.9,Heart Disease,0.10651998928662225
49,2,-0.12883216991495916,0.12883216991495916,2.136175,"{'n_estimators': 1182, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': 0.7}",1182,entropy,15.0,10,5,sqrt,0.7,Heart Disease,0.10651998928662225
50,2,-0.12786664127570196,0.12786664127570196,1.565554,"{'n_estimators': 872, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 12, 'min_samples_leaf': 4, 'max_features': 0.33, 'max_samples': 0.5}",872,entropy,20.0,12,4,0.33,0.5,Heart Disease,0.10651998928662225
51,1,-0.1271019020460755,0.1271019020460755,9.810831,"{'n_estimators': 1105, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': None}",1105,entropy,15.0,5,3,sqrt,,Heart Disease,0.10651998928662225
52,2,-0.12598786650247515,0.12598786650247515,2.451481,"{'n_estimators': 336, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': None}",336,entropy,15.0,7,3,sqrt,,Heart Disease,0.10651998928662225
53,1,-0.126682214888261,0.126682214888261,11.511417,"{'n_estimators': 1297, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': None}",1297,entropy,15.0,9,2,sqrt,,Heart Disease,0.10651998928662225
54,1,-0.126671022209352,0.126671022209352,11.34189,"{'n_estimators': 1278, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': None}",1278,entropy,15.0,9,2,sqrt,,Heart Disease,0.10651998928662225
55,1,-0.12659605232384438,0.12659605232384438,12.192929,"{'n_estimators': 1373, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",1373,entropy,20.0,9,2,sqrt,0.9,Heart Disease,0.10651998928662225
56,1,-0.12671289276013936,0.12671289276013936,12.099929,"{'n_estimators': 1357, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.9}",1357,entropy,,9,1,sqrt,0.9,Heart Disease,0.10651998928662225
57,2,-0.12791332051344792,0.12791332051344792,2.366559,"{'n_estimators': 1309, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.9}",1309,gini,,9,1,sqrt,0.9,Heart Disease,0.10651998928662225
58,1,-0.12669762985163335,0.12669762985163335,12.245569,"{'n_estimators': 1373, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.9}",1373,entropy,,9,1,sqrt,0.9,Heart Disease,0.10651998928662225
59,2,-0.1306096755294713,0.1306096755294713,2.28154,"{'n_estimators': 1242, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 0.1, 'max_samples': 0.9}",1242,entropy,,9,2,0.1,0.9,Heart Disease,0.10651998928662225
60,2,-0.1259476071702283,0.1259476071702283,10.086552,"{'n_estimators': 1404, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 12, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.9}",1404,entropy,,12,1,sqrt,0.9,Heart Disease,0.10651998928662225
61,1,-0.12652308658846373,0.12652308658846373,12.573745,"{'n_estimators': 1403, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.9}",1403,entropy,,11,1,sqrt,0.9,Heart Disease,0.10651998928662225
62,1,-0.12634972379377626,0.12634972379377626,12.604876,"{'n_estimators': 1412, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",1412,entropy,,11,2,sqrt,0.9,Heart Disease,0.10651998928662225
63,1,-0.1263763378810039,0.1263763378810039,12.748745,"{'n_estimators': 1422, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",1422,entropy,,11,2,sqrt,0.9,Heart Disease,0.10651998928662225
64,1,-0.12637484146611452,0.12637484146611452,12.728193,"{'n_estimators': 1434, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",1434,entropy,,11,2,sqrt,0.9,Heart Disease,0.10651998928662225
65,1,-0.1265814654211482,0.1265814654211482,12.659737,"{'n_estimators': 1418, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 13, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",1418,entropy,,13,2,sqrt,0.9,Heart Disease,0.10651998928662225
66,1,-0.12660902751341982,0.12660902751341982,12.868554,"{'n_estimators': 1438, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 13, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",1438,entropy,,13,2,sqrt,0.9,Heart Disease,0.10651998928662225
67,2,-0.1259568228930571,0.1259568228930571,10.650615,"{'n_estimators': 1498, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 14, 'min_samples_leaf': 1, 'max_features': 0.33, 'max_samples': 0.9}",1498,log_loss,,14,1,0.33,0.9,Heart Disease,0.10651998928662225
68,1,-0.12640165439377865,0.12640165439377865,12.862257,"{'n_estimators': 1439, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",1439,entropy,,11,2,sqrt,0.9,Heart Disease,0.10651998928662225
69,1,-0.12655771877172825,0.12655771877172825,12.812268,"{'n_estimators': 1439, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.9}",1439,entropy,,11,1,sqrt,0.9,Heart Disease,0.10651998928662225
70,2,-0.1282476523063393,0.1282476523063393,2.633636,"{'n_estimators': 1460, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.9}",1460,gini,,11,1,sqrt,0.9,Heart Disease,0.10651998928662225
71,1,-0.12637753284219075,0.12637753284219075,12.811359,"{'n_estimators': 1433, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",1433,entropy,,11,2,sqrt,0.9,Heart Disease,0.10651998928662225
72,1,-0.126625972600926,0.126625972600926,10.843534,"{'n_estimators': 1217, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.9}",1217,entropy,,11,1,sqrt,0.9,Heart Disease,0.10651998928662225
73,1,-0.12631526037843221,0.12631526037843221,12.064771,"{'n_estimators': 1351, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",1351,entropy,,11,2,sqrt,0.9,Heart Disease,0.10651998928662225
74,2,-0.12614563527229186,0.12614563527229186,2.44481,"{'n_estimators': 1361, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 12, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.9}",1361,entropy,,12,1,sqrt,0.9,Heart Disease,0.10651998928662225
75,1,-0.1264061828053073,0.1264061828053073,12.865209,"{'n_estimators': 1444, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",1444,entropy,,11,2,sqrt,0.9,Heart Disease,0.10651998928662225
76,1,-0.12661165740983477,0.12661165740983477,12.558803,"{'n_estimators': 1401, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",1401,entropy,,12,2,sqrt,0.9,Heart Disease,0.10651998928662225
77,1,-0.12633215534894043,0.12633215534894043,11.920295,"{'n_estimators': 1334, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",1334,entropy,,11,2,sqrt,0.9,Heart Disease,0.10651998928662225
78,2,-0.13264748476895183,0.13264748476895183,2.230681,"{'n_estimators': 1236, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 13, 'min_samples_leaf': 2, 'max_features': 0.1, 'max_samples': 0.9}",1236,entropy,,13,2,0.1,0.9,Heart Disease,0.10651998928662225
79,1,-0.1263330274458449,0.1263330274458449,11.94615,"{'n_estimators': 1338, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': 0.9}",1338,entropy,,11,2,sqrt,0.9,Heart Disease,0.10651998928662225
